Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
THE CENTRAL,EU TONG SEN STREET,Office,"1,680,000.00",635.08,"2,645",Mar-24,Strata,59,"28,475",99 yrs lease commencing from 2001,01,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"2,748,368.00",925.7,"2,969",Mar-24,Strata,86,"31,958",99 yrs lease commencing from 2001,01,11 to 15
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"8,088,888.00","2,195.86","3,684",Mar-24,Strata,204,"39,651",99 yrs lease commencing from 1989,01,36 to 40
THE CENTRAL,EU TONG SEN STREET,Office,"1,649,000.00",635.08,"2,597",Mar-24,Strata,59,"27,949",99 yrs lease commencing from 2001,01,06 to 10
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Office,"695,000.00",290.63,"2,391",Feb-24,Strata,27,"25,741",99 yrs lease commencing from 1970,01,B1 to B5
OXLEY TOWER,ROBINSON ROAD,Office,"3,300,000.00",979.52,"3,369",Feb-24,Strata,91,"36,264",Freehold,01,11 to 15
THE CENTRAL,EU TONG SEN STREET,Office,"1,499,000.00",645.84,"2,321",Feb-24,Strata,60,"24,983",99 yrs lease commencing from 2001,01,11 to 15
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Office,"1,425,000.00",452.09,"3,152",Jan-24,Strata,42,"33,929",99 yrs lease commencing from 1970,01,B1 to B5
SBF CENTER,ROBINSON ROAD,Office,"2,080,000.00",667.37,"3,117",Jan-24,Strata,62,"33,548",99 yrs lease commencing from 2011,01,21 to 25
SBF CENTER,ROBINSON ROAD,Office,"2,339,100.00",678.13,"3,449",Jan-24,Strata,63,"37,129",99 yrs lease commencing from 2011,01,21 to 25
THE CENTRAL,EU TONG SEN STREET,Office,"2,500,000.00",882.65,"2,832",Jan-24,Strata,82,"30,488",99 yrs lease commencing from 2001,01,11 to 15
GB BUILDING,CECIL STREET,Office,"10,741,500.00","5,425.06","1,980",Jan-24,Strata,504,"21,313",99 yrs lease commencing from 1982,01,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"1,700,000.00",645.84,"2,632",Jan-24,Strata,60,"28,333",99 yrs lease commencing from 2001,01,11 to 15
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"36,226,000.00","10,311.91","3,513",Dec-23,Strata,958,"37,814",99 yrs lease commencing from 1989,01,41 to 45
PEOPLE'S PARK COMPLEX,PARK ROAD,Office,"400,000.00",290.63,"1,376",Dec-23,Strata,27,"14,815",99 yrs lease commencing from 1968,01,01 to 05
GRAND BUILDING,PHILLIP STREET,Office,"7,000,000.00","2,098.98","3,335",Dec-23,Strata,195,"35,897",999 yrs lease commencing from 1827,01,06 to 10
PEOPLE'S PARK COMPLEX,PARK ROAD,Office,"688,000.00",484.38,"1,420",Dec-23,Strata,45,"15,289",99 yrs lease commencing from 1968,01,01 to 05
SUNTEC TOWER TWO,TEMASEK BOULEVARD,Office,"7,300,000.00","2,195.86","3,324",Dec-23,Strata,204,"35,784",99 yrs lease commencing from 1989,01,36 to 40
PLUS,CECIL STREET,Office,"7,200,000.00","2,303.50","3,126",Dec-23,Strata,214,"33,645",99 yrs lease commencing from 1989,01,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"3,800,000.00","1,216.33","3,124",Dec-23,Strata,113,"33,628",99 yrs lease commencing from 2001,01,16 to 20
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"14,575,950.00","4,779.22","3,050",Dec-23,Strata,444,"32,829",99 yrs lease commencing from 1989,01,16 to 20
PLUS,CECIL STREET,Office,"7,392,000.00","2,174.33","3,400",Dec-23,Strata,202,"36,594",99 yrs lease commencing from 1989,01,26 to 30
THE CENTRAL,EU TONG SEN STREET,Office,"2,350,000.00",925.7,"2,539",Nov-23,Strata,86,"27,326",99 yrs lease commencing from 2001,01,11 to 15
SBF CENTER,ROBINSON ROAD,Office,"2,598,600.00",731.95,"3,550",Nov-23,Strata,68,"38,215",99 yrs lease commencing from 2011,01,11 to 15
SBF CENTER,ROBINSON ROAD,Office,"2,673,150.00",753.48,"3,548",Nov-23,Strata,70,"38,188",99 yrs lease commencing from 2011,01,11 to 15
SBF CENTER,ROBINSON ROAD,Office,"2,673,150.00",753.48,"3,548",Nov-23,Strata,70,"38,188",99 yrs lease commencing from 2011,01,11 to 15
HAVELOCK2,HAVELOCK ROAD,Office,"580,000.00",355.21,"1,633",Nov-23,Strata,33,"17,576",99 yrs lease commencing from 1983,01,01 to 05
TONG ENG BUILDING,CECIL STREET,Office,"3,503,100.00","1,227.10","2,855",Nov-23,Strata,114,"30,729",999 yrs lease commencing from 1885,01,06 to 10
SAMSUNG HUB,CHURCH STREET,Office,"11,395,455.00","2,906.28","3,921",Nov-23,Strata,270,"42,205",999 yrs lease commencing from 1827,01,06 to 10
SAMSUNG HUB,CHURCH STREET,Office,"12,493,433.00","3,186.14","3,921",Nov-23,Strata,296,"42,208",999 yrs lease commencing from 1827,01,06 to 10
SUNTEC TOWER TWO,TEMASEK BOULEVARD,Office,"8,200,000.00","2,335.79","3,511",Nov-23,Strata,217,"37,788",99 yrs lease commencing from 1989,01,36 to 40
THE CENTRAL,EU TONG SEN STREET,Office,"1,500,000.00",635.08,"2,362",Nov-23,Strata,59,"25,424",99 yrs lease commencing from 2001,01,01 to 05
THE CENTRAL,EU TONG SEN STREET,Office,"2,600,000.00",882.65,"2,946",Nov-23,Strata,82,"31,707",99 yrs lease commencing from 2001,01,11 to 15
HAVELOCK2,HAVELOCK ROAD,Office,"1,150,000.00",516.67,"2,226",Nov-23,Strata,48,"23,958",99 yrs lease commencing from 1983,01,01 to 05
CHINATOWN POINT,NEW BRIDGE ROAD,Office,"1,880,000.00","1,054.87","1,782",Nov-23,Strata,98,"19,184",99 yrs lease commencing from 1980,01,11 to 15
OXLEY TOWER,ROBINSON ROAD,Office,"3,500,000.00","1,001.05","3,496",Nov-23,Strata,93,"37,634",Freehold,01,16 to 20
OXLEY TOWER,ROBINSON ROAD,Office,"3,700,000.00","1,162.51","3,183",Nov-23,Strata,108,"34,259",Freehold,01,16 to 20
SHENTON HOUSE,SHENTON WAY,Office,"538,000,000.00","4,746.92","113,337",Nov-23,Strata,441,"1,219,955",99 yrs lease commencing from 1969,01,21 to 25
PLUS,CECIL STREET,Office,"2,440,051.00",495.14,"4,928",Oct-23,Strata,46,"53,045",99 yrs lease commencing from 1989,01,01 to 05
PLUS,CECIL STREET,Office,"2,548,498.00",516.67,"4,933",Oct-23,Strata,48,"53,094",99 yrs lease commencing from 1989,01,01 to 05
PLUS,CECIL STREET,Office,"2,440,051.00",495.14,"4,928",Oct-23,Strata,46,"53,045",99 yrs lease commencing from 1989,01,01 to 05
PLUS,CECIL STREET,Office,"2,809,756.00",570.49,"4,925",Oct-23,Strata,53,"53,014",99 yrs lease commencing from 1989,01,01 to 05
THE CENTRAL,EU TONG SEN STREET,Office,"2,200,000.00",871.88,"2,523",Oct-23,Strata,81,"27,160",99 yrs lease commencing from 2001,01,16 to 20
SBF CENTER,ROBINSON ROAD,Office,"2,550,000.00",753.48,"3,384",Oct-23,Strata,70,"36,429",99 yrs lease commencing from 2011,01,11 to 15
HAVELOCK2,HAVELOCK ROAD,Office,"618,591.00",376.74,"1,642",Oct-23,Strata,35,"17,674",99 yrs lease commencing from 1983,01,06 to 10
HAVELOCK2,HAVELOCK ROAD,Office,"581,409.00",355.21,"1,637",Oct-23,Strata,33,"17,618",99 yrs lease commencing from 1983,01,06 to 10
PLUS,CECIL STREET,Office,"2,533,000.00",785.77,"3,224",Sept-23,Strata,73,"34,699",99 yrs lease commencing from 1989,01,21 to 25
THE ARCADE,COLLYER QUAY,Office,"8,800,000.00","2,195.86","4,008",Sept-23,Strata,204,"43,137",99 yrs lease commencing from 1980,01,01 to 05
CHINATOWN POINT,NEW BRIDGE ROAD,Office,"1,470,000.00",742.72,"1,979",Sept-23,Strata,69,"21,304",99 yrs lease commencing from 1980,01,06 to 10
CHINATOWN POINT,NEW BRIDGE ROAD,Office,"1,430,000.00",721.19,"1,983",Sept-23,Strata,67,"21,343",99 yrs lease commencing from 1980,01,06 to 10
EMERALD GARDEN,CLUB STREET,Office,"3,050,000.00",828.83,"3,680",Aug-23,Strata,77,"39,610",999 yrs lease commencing from 1827,01,01 to 05
THE CENTRAL,EU TONG SEN STREET,Office,"1,833,000.00",645.84,"2,838",Aug-23,Strata,60,"30,550",99 yrs lease commencing from 2001,01,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"1,800,000.00",645.84,"2,787",Aug-23,Strata,60,"30,000",99 yrs lease commencing from 2001,01,21 to 25
CHINATOWN POINT,NEW BRIDGE ROAD,Office,"1,830,000.00","1,054.87","1,735",Jul-23,Strata,98,"18,673",99 yrs lease commencing from 1980,01,06 to 10
SUNTEC TOWER TWO,TEMASEK BOULEVARD,Office,"16,518,150.00","7,028.89","2,350",Jul-23,Strata,653,"25,296",99 yrs lease commencing from 1989,01,06 to 10
SUNTEC TOWER TWO,TEMASEK BOULEVARD,Office,"11,612,600.00","3,745.87","3,100",Jul-23,Strata,348,"33,370",99 yrs lease commencing from 1989,01,16 to 20
SOLITAIRE ON CECIL,CECIL STREET,Office,"51,184,000.00","12,464.71","4,106",Jul-23,Strata,"1,158","44,200",Freehold,01,06 to 10
SOLITAIRE ON CECIL,CECIL STREET,Office,"52,054,000.00","12,464.71","4,176",Jul-23,Strata,"1,158","44,952",Freehold,01,11 to 15
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"11,502,600.00","4,036.50","2,850",Jul-23,Strata,375,"30,674",99 yrs lease commencing from 1989,01,06 to 10
SOLITAIRE ON CECIL,CECIL STREET,Office,"10,081,929.00","2,529.54","3,986",Jun-23,Strata,235,"42,902",Freehold,01,06 to 10
SOLITAIRE ON CECIL,CECIL STREET,Office,"7,910,261.00","1,980.58","3,994",Jun-23,Strata,184,"42,991",Freehold,01,06 to 10
SOLITAIRE ON CECIL,CECIL STREET,Office,"4,431,423.00","1,108.69","3,997",Jun-23,Strata,103,"43,024",Freehold,01,06 to 10
SOLITAIRE ON CECIL,CECIL STREET,Office,"5,087,504.00","1,270.15","4,005",Jun-23,Strata,118,"43,114",Freehold,01,06 to 10
SOLITAIRE ON CECIL,CECIL STREET,Office,"4,783,907.00","1,162.51","4,115",Jun-23,Strata,108,"44,295",Freehold,01,06 to 10
SOLITAIRE ON CECIL,CECIL STREET,Office,"5,265,647.00","1,280.92","4,111",Jun-23,Strata,119,"44,249",Freehold,01,06 to 10
SOLITAIRE ON CECIL,CECIL STREET,Office,"5,668,890.00","1,377.79","4,114",Jun-23,Strata,128,"44,288",Freehold,01,06 to 10
SOLITAIRE ON CECIL,CECIL STREET,Office,"7,253,689.00","1,754.53","4,134",Jun-23,Strata,163,"44,501",Freehold,01,06 to 10
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"13,797,200.00","4,058.03","3,400",Jun-23,Strata,377,"36,597",99 yrs lease commencing from 1989,01,31 to 35
OXLEY TOWER,ROBINSON ROAD,Office,"880,000.00",236.81,"3,716",Jun-23,Strata,22,"40,000",Freehold,01,01 to 05
PLUS,CECIL STREET,Office,"7,017,300.00","2,034.40","3,449",Jun-23,Strata,189,"37,129",99 yrs lease commencing from 1989,01,26 to 30
SHENTON HOUSE,SHENTON WAY,Office,"838,508.00",441.32,"1,900",Jun-23,Strata,41,"20,451",99 yrs lease commencing from 1969,01,06 to 10
HAVELOCK2,HAVELOCK ROAD,Office,"650,000.00",409.03,"1,589",Jun-23,Strata,38,"17,105",99 yrs lease commencing from 1983,01,01 to 05
PLUS,CECIL STREET,Office,"3,974,400.00","1,151.75","3,451",Jun-23,Strata,107,"37,144",99 yrs lease commencing from 1989,01,26 to 30
TAHIR BUILDING,ROBINSON ROAD,Office,"3,550,000.00",925.7,"3,835",Jun-23,Strata,86,"41,279",Freehold,01,06 to 10
PLUS,CECIL STREET,Office,"8,355,900.00","2,421.90","3,450",Jun-23,Strata,225,"37,137",99 yrs lease commencing from 1989,01,26 to 30
THE CENTRAL,EU TONG SEN STREET,Office,"1,480,000.00",635.08,"2,330",Jun-23,Strata,59,"25,085",99 yrs lease commencing from 2001,01,06 to 10
ROBINSON SQUARE,ROBINSON ROAD,Office,"3,350,000.00","1,184.04","2,829",Jun-23,Strata,110,"30,455",Freehold,01,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"1,690,000.00",602.78,"2,804",Jun-23,Strata,56,"30,179",99 yrs lease commencing from 2001,01,06 to 10
PLUS,CECIL STREET,Office,"3,275,000.00","1,097.93","2,983",May-23,Strata,102,"32,108",99 yrs lease commencing from 1989,01,06 to 10
CHINATOWN POINT,NEW BRIDGE ROAD,Office,"4,950,000.00","2,486.48","1,991",May-23,Strata,231,"21,429",99 yrs lease commencing from 1980,01,21 to 25
SUNTEC TOWER TWO,TEMASEK BOULEVARD,Office,"12,568,610.00","4,348.66","2,890",May-23,Strata,404,"31,110",99 yrs lease commencing from 1989,01,06 to 10
SOLITAIRE ON CECIL,CECIL STREET,Office,"56,205,000.00","13,132.08","4,280",May-23,Strata,"1,220","46,070",Freehold,01,16 to 20
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"9,955,200.00","2,927.81","3,400",May-23,Strata,272,"36,600",99 yrs lease commencing from 1989,01,31 to 35
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"12,592,800.00","3,498.30","3,600",May-23,Strata,325,"38,747",99 yrs lease commencing from 1989,01,21 to 25
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"12,943,599.00","3,498.30","3,700",May-23,Strata,325,"39,826",99 yrs lease commencing from 1989,01,21 to 25
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"13,551,550.00","3,638.23","3,725",Apr-23,Strata,338,"40,093",99 yrs lease commencing from 1989,01,26 to 30
THE CENTRAL,EU TONG SEN STREET,Office,"1,900,000.00",635.08,"2,992",Apr-23,Strata,59,"32,203",99 yrs lease commencing from 2001,01,06 to 10
SOLITAIRE ON CECIL,CECIL STREET,Office,"56,270,600.00","13,132.08","4,285",Apr-23,Strata,"1,220","46,123",Freehold,01,16 to 20
SOLITAIRE ON CECIL,CECIL STREET,Office,"57,925,000.00","13,487.29","4,295",Apr-23,Strata,"1,253","46,229",Freehold,01,16 to 20
SOLITAIRE ON CECIL,CECIL STREET,Office,"48,604,400.00","11,237.62","4,325",Apr-23,Strata,"1,044","46,556",Freehold,01,16 to 20
LIBERTY HOUSE,CLUB STREET,Office,"92,200,000.00","7,179.59","12,842",Apr-23,Land,667,"138,231",999 yrs lease commencing from 1827,01,-
PLUS,CECIL STREET,Office,"3,324,272.00","1,151.75","2,886",Apr-23,Strata,107,"31,068",99 yrs lease commencing from 1989,01,01 to 05
PLUS,CECIL STREET,Office,"3,075,728.00","1,065.64","2,886",Apr-23,Strata,99,"31,068",99 yrs lease commencing from 1989,01,01 to 05
PLUS,CECIL STREET,Office,"7,200,000.00","2,378.84","3,027",Apr-23,Strata,221,"32,579",99 yrs lease commencing from 1989,01,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"2,410,000.00",925.7,"2,603",Apr-23,Strata,86,"28,023",99 yrs lease commencing from 2001,01,21 to 25
OXLEY TOWER,ROBINSON ROAD,Office,"3,663,450.00","1,162.51","3,151",Mar-23,Strata,108,"33,921",Freehold,01,21 to 25
PLUS,CECIL STREET,Office,"3,871,200.00","1,237.86","3,127",Mar-23,Strata,115,"33,663",99 yrs lease commencing from 1989,01,06 to 10
PLUS,CECIL STREET,Office,"14,950,000.00","5,059.08","2,955",Mar-23,Strata,470,"31,809",99 yrs lease commencing from 1989,01,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"1,850,000.00",635.08,"2,913",Mar-23,Strata,59,"31,356",99 yrs lease commencing from 2001,01,06 to 10
SUNTEC TOWER TWO,TEMASEK BOULEVARD,Office,"8,600,000.00","3,003.16","2,864",Mar-23,Strata,279,"30,824",99 yrs lease commencing from 1989,01,06 to 10
OXLEY TOWER,ROBINSON ROAD,Office,"3,500,000.00","1,205.57","2,903",Mar-23,Strata,112,"31,250",Freehold,01,11 to 15
SOLITAIRE ON CECIL,CECIL STREET,Office,"10,446,493.00","2,529.54","4,130",Mar-23,Strata,235,"44,453",Freehold,01,11 to 15
SOLITAIRE ON CECIL,CECIL STREET,Office,"8,195,703.00","1,980.58","4,138",Mar-23,Strata,184,"44,542",Freehold,01,11 to 15
SOLITAIRE ON CECIL,CECIL STREET,Office,"4,591,210.00","1,108.69","4,141",Mar-23,Strata,103,"44,575",Freehold,01,11 to 15
SOLITAIRE ON CECIL,CECIL STREET,Office,"5,270,558.00","1,270.15","4,150",Mar-23,Strata,118,"44,666",Freehold,01,11 to 15
SOLITAIRE ON CECIL,CECIL STREET,Office,"4,956,029.00","1,162.51","4,263",Mar-23,Strata,108,"45,889",Freehold,01,11 to 15
SOLITAIRE ON CECIL,CECIL STREET,Office,"5,455,300.00","1,280.92","4,259",Mar-23,Strata,119,"45,843",Freehold,01,11 to 15
SOLITAIRE ON CECIL,CECIL STREET,Office,"5,872,885.00","1,377.79","4,263",Mar-23,Strata,128,"45,882",Freehold,01,11 to 15
SOLITAIRE ON CECIL,CECIL STREET,Office,"7,513,320.00","1,754.53","4,282",Mar-23,Strata,163,"46,094",Freehold,01,11 to 15
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"11,707,300.00","4,036.50","2,900",Feb-23,Strata,375,"31,219",99 yrs lease commencing from 1989,01,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"1,880,000.00",635.08,"2,960",Jan-23,Strata,59,"31,864",99 yrs lease commencing from 2001,01,11 to 15
OXLEY TOWER,ROBINSON ROAD,Office,"3,288,000.00","1,173.28","2,802",Jan-23,Strata,109,"30,165",Freehold,01,16 to 20
SBF CENTER,ROBINSON ROAD,Office,"5,300,000.00","1,474.67","3,594",Dec-22,Strata,137,"38,686",99 yrs lease commencing from 2011,01,11 to 15
TELOK AYER CONSERVATION AREA,SOUTH BRIDGE ROAD,Office,"8,550,000.00","1,515.57","5,641",Dec-22,Land,140.8,"60,724",99 yrs lease commencing from 1951,01,-
SUNTEC TOWER TWO,TEMASEK BOULEVARD,Office,"17,121,060.00","5,188.25","3,300",Dec-22,Strata,482,"35,521",99 yrs lease commencing from 1989,01,16 to 20
SOLITAIRE ON CECIL,CECIL STREET,Office,"48,177,225.00","12,464.71","3,865",Dec-22,Strata,"1,158","41,604",Freehold,01,06 to 10
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Office,"750,000.00",559.73,"1,340",Dec-22,Strata,52,"14,423",99 yrs lease commencing from 1970,01,01 to 05
THE CENTRAL,EU TONG SEN STREET,Office,"2,781,450.00",882.65,"3,151",Dec-22,Strata,82,"33,920",99 yrs lease commencing from 2001,01,11 to 15
SBF CENTER,ROBINSON ROAD,Office,"2,380,000.00",753.48,"3,159",Dec-22,Strata,70,"34,000",99 yrs lease commencing from 2011,01,11 to 15
MALACCA CENTRE,MALACCA STREET,Office,"5,680,000.00","1,829.88","3,104",Dec-22,Strata,170,"33,412",999 yrs lease commencing from 1826,01,11 to 15
TONG ENG BUILDING,CECIL STREET,Office,"1,389,000.00",462.85,"3,001",Dec-22,Strata,43,"32,302",999 yrs lease commencing from 1885,01,21 to 25
THE CENTRAL,EU TONG SEN STREET,Office,"1,820,000.00",635.08,"2,866",Nov-22,Strata,59,"30,847",99 yrs lease commencing from 2001,01,06 to 10
TONG ENG BUILDING,CECIL STREET,Office,"1,206,000.00",602.78,"2,001",Nov-22,Strata,56,"21,536",999 yrs lease commencing from 1885,01,16 to 20
SHENTON HOUSE,SHENTON WAY,Office,"3,180,000.00","1,754.53","1,812",Nov-22,Strata,163,"19,509",99 yrs lease commencing from 1969,01,11 to 15
TONG ENG BUILDING,CECIL STREET,Office,"2,100,000.00",602.78,"3,484",Nov-22,Strata,56,"37,500",999 yrs lease commencing from 1885,01,16 to 20
CHINATOWN POINT,NEW BRIDGE ROAD,Office,"17,380,000.00","9,719.89","1,788",Nov-22,Strata,903,"19,247",99 yrs lease commencing from 1980,01,21 to 25
PLUS,CECIL STREET,Office,"7,300,000.00","2,335.79","3,125",Oct-22,Strata,217,"33,641",99 yrs lease commencing from 1989,01,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"2,389,080.00",925.7,"2,581",Oct-22,Strata,86,"27,780",99 yrs lease commencing from 2001,01,16 to 20
CHINATOWN POINT,NEW BRIDGE ROAD,Office,"1,780,000.00","1,054.87","1,687",Oct-22,Strata,98,"18,163",99 yrs lease commencing from 1980,01,06 to 10
PLUS,CECIL STREET,Office,"3,623,400.00","1,097.93","3,300",Oct-22,Strata,102,"35,524",99 yrs lease commencing from 1989,01,21 to 25
HAVELOCK2,HAVELOCK ROAD,Office,"1,157,700.00",516.67,"2,241",Oct-22,Strata,48,"24,119",99 yrs lease commencing from 1983,01,01 to 05
THE CENTRAL,EU TONG SEN STREET,Office,"1,400,000.00",635.08,"2,204",Oct-22,Strata,59,"23,729",99 yrs lease commencing from 2001,01,01 to 05
CHINATOWN POINT,NEW BRIDGE ROAD,Office,"4,474,800.00","2,486.48","1,800",Sept-22,Strata,231,"19,371",99 yrs lease commencing from 1980,01,21 to 25
CHINATOWN POINT,NEW BRIDGE ROAD,Office,"4,320,000.00","2,400.37","1,800",Sept-22,Strata,223,"19,372",99 yrs lease commencing from 1980,01,21 to 25
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"39,700,000.00","10,311.91","3,850",Sept-22,Strata,958,"41,441",99 yrs lease commencing from 1989,01,41 to 45
CHINATOWN POINT,NEW BRIDGE ROAD,Office,"4,474,800.00","2,486.48","1,800",Sept-22,Strata,231,"19,371",99 yrs lease commencing from 1980,01,21 to 25
HAVELOCK2,HAVELOCK ROAD,Office,"1,200,000.00",635.08,"1,890",Sept-22,Strata,59,"20,339",99 yrs lease commencing from 1983,01,06 to 10
THE CENTRAL,EU TONG SEN STREET,Office,"1,650,000.00",645.84,"2,555",Sept-22,Strata,60,"27,500",99 yrs lease commencing from 2001,01,11 to 15
CHINATOWN POINT,NEW BRIDGE ROAD,Office,"2,000,000.00","1,054.87","1,896",Sept-22,Strata,98,"20,408",99 yrs lease commencing from 1980,01,11 to 15
PLUS,CECIL STREET,Office,"2,270,000.00",785.77,"2,889",Sept-22,Strata,73,"31,096",99 yrs lease commencing from 1989,01,06 to 10
PRUDENTIAL TOWER,CECIL STREET,Office,"4,760,486.00","1,399.32","3,402",Aug-22,Strata,130,"36,619",99 yrs lease commencing from 1996,01,21 to 25
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"11,691,000.00","3,896.57","3,000",Aug-22,Strata,362,"32,296",99 yrs lease commencing from 1989,01,16 to 20
THE CENTRAL,EU TONG SEN STREET,Office,"1,510,000.00",581.26,"2,598",Aug-22,Strata,54,"27,963",99 yrs lease commencing from 2001,01,11 to 15
SBF CENTER,ROBINSON ROAD,Office,"2,020,000.00",624.31,"3,236",Aug-22,Strata,58,"34,828",99 yrs lease commencing from 2011,01,16 to 20
PLUS,CECIL STREET,Office,"2,217,000.00",785.77,"2,821",Aug-22,Strata,73,"30,370",99 yrs lease commencing from 1989,01,01 to 05
SUNTEC TOWER TWO,TEMASEK BOULEVARD,Office,"41,148,050.00","12,281.72","3,350",Aug-22,Strata,"1,141","36,063",99 yrs lease commencing from 1989,01,31 to 35
PLUS,CECIL STREET,Office,"7,166,000.00","2,271.20","3,155",Aug-22,Strata,211,"33,962",99 yrs lease commencing from 1989,01,06 to 10
SBF CENTER,ROBINSON ROAD,Office,"2,210,000.00",678.13,"3,259",Aug-22,Strata,63,"35,079",99 yrs lease commencing from 2011,01,21 to 25
SUNTEC TOWER THREE,TEMASEK BOULEVARD,Office,"7,942,400.00","2,335.79","3,400",Aug-22,Strata,217,"36,601",99 yrs lease commencing from 1989,01,36 to 40
PLUS,CECIL STREET,Office,"6,735,000.00","2,368.08","2,844",Aug-22,Strata,220,"30,614",99 yrs lease commencing from 1989,01,01 to 05
SUNTEC TOWER ONE,TEMASEK BOULEVARD,Office,"13,439,880.00","4,036.50","3,330",Aug-22,Strata,375,"35,840",99 yrs lease commencing from 1989,01,26 to 30
SUNTEC TOWER TWO,TEMASEK BOULEVARD,Office,"10,438,000.00","2,927.81","3,565",Aug-22,Strata,272,"38,375",99 yrs lease commencing from 1989,01,36 to 40
PLUS,CECIL STREET,Office,"10,513,000.00","3,552.12","2,960",Jul-22,Strata,330,"31,858",99 yrs lease commencing from 1989,01,01 to 05
N.A.,SOUTH BRIDGE ROAD,Office,"9,000,000.00","1,533.87","5,868",Jul-22,Land,142.5,"63,158",99 yrs lease commencing from 1951,01,-
SAMSUNG HUB,CHURCH STREET,Office,"53,099,550.00","13,110.55","4,050",Jul-22,Strata,"1,218","43,596",999 yrs lease commencing from 1827,01,06 to 10
SBF CENTER,ROBINSON ROAD,Office,"2,640,000.00",753.48,"3,504",Jul-22,Strata,70,"37,714",99 yrs lease commencing from 2011,01,26 to 30
THE CENTRAL,EU TONG SEN STREET,Office,"1,568,000.00",635.08,"2,469",Jul-22,Strata,59,"26,576",99 yrs lease commencing from 2001,01,06 to 10
PEOPLE'S PARK COMPLEX,PARK ROAD,Office,"550,000.00",161.46,"3,406",Jul-22,Strata,15,"36,667",99 yrs lease commencing from 1968,01,01 to 05
PLUS,CECIL STREET,Office,"4,449,000.00","1,323.97","3,360",Jul-22,Strata,123,"36,171",99 yrs lease commencing from 1989,01,21 to 25
